trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A20131215SUN_071900_GS.S01R,11:59:00,11:59:00,902S,1,,0,0,
A20131215SUN_071900_GS.S01R,12:00:30,12:00:30,901S,2,,0,0,
A20131215SUN_072500_GS.N01R,12:05:00,12:05:00,901N,1,,0,0,
A20131215SUN_072500_GS.N01R,12:06:30,12:06:30,902N,2,,0,0,
A20131215SUN_072900_GS.S01R,12:09:00,12:09:00,902S,1,,0,0,
A20131215SUN_072900_GS.S01R,12:10:30,12:10:30,901S,2,,0,0,
A20131215SUN_073500_GS.N01R,12:15:00,12:15:00,901N,1,,0,0,
A20131215SUN_073500_GS.N01R,12:16:30,12:16:30,902N,2,,0,0,
A20131215SUN_073900_GS.S01R,12:19:00,12:19:00,902S,1,,0,0,
A20131215SUN_073900_GS.S01R,12:20:30,12:20:30,901S,2,,0,0,
A20131215SUN_074500_GS.N01R,12:25:00,12:25:00,901N,1,,0,0,
A20131215SUN_074500_GS.N01R,12:26:30,12:26:30,902N,2,,0,0,
A20131215SUN_074900_GS.S01R,12:29:00,12:29:00,902S,1,,0,0,
A20131215SUN_074900_GS.S01R,12:30:30,12:30:30,901S,2,,0,0,
A20131215SUN_075500_GS.N01R,12:35:00,12:35:00,901N,1,,0,0,
A20131215SUN_075500_GS.N01R,12:36:30,12:36:30,902N,2,,0,0,
A20131215SUN_075900_GS.S01R,12:39:00,12:39:00,902S,1,,0,0,
A20131215SUN_075900_GS.S01R,12:40:30,12:40:30,901S,2,,0,0,
A20131215SUN_076500_GS.N01R,12:45:00,12:45:00,901N,1,,0,0,
A20131215SUN_076500_GS.N01R,12:46:30,12:46:30,902N,2,,0,0,
A20131215SUN_076900_GS.S01R,12:49:00,12:49:00,902S,1,,0,0,
A20131215SUN_076900_GS.S01R,12:50:30,12:50:30,901S,2,,0,0,
A20131215SUN_077500_GS.N01R,12:55:00,12:55:00,901N,1,,0,0,
A20131215SUN_077500_GS.N01R,12:56:30,12:56:30,902N,2,,0,0,
A20131215SUN_077900_GS.S01R,12:59:00,12:59:00,902S,1,,0,0,
A20131215SUN_077900_GS.S01R,13:00:30,13:00:30,901S,2,,0,0,
A20131215SUN_078500_GS.N01R,13:05:00,13:05:00,901N,1,,0,0,
A20131215SUN_078500_GS.N01R,13:06:30,13:06:30,902N,2,,0,0,
A20131215SUN_078900_GS.S01R,13:09:00,13:09:00,902S,1,,0,0,
A20131215SUN_078900_GS.S01R,13:10:30,13:10:30,901S,2,,0,0,
A20131215SUN_079500_GS.N01R,13:15:00,13:15:00,901N,1,,0,0,
A20131215SUN_079500_GS.N01R,13:16:30,13:16:30,902N,2,,0,0,
A20131215SUN_079900_GS.S01R,13:19:00,13:19:00,902S,1,,0,0,
A20131215SUN_079900_GS.S01R,13:20:30,13:20:30,901S,2,,0,0,
A20131215SUN_080500_GS.N01R,13:25:00,13:25:00,901N,1,,0,0,
A20131215SUN_080500_GS.N01R,13:26:30,13:26:30,902N,2,,0,0,
A20131215SUN_080900_GS.S01R,13:29:00,13:29:00,902S,1,,0,0,
A20131215SUN_080900_GS.S01R,13:30:30,13:30:30,901S,2,,0,0,
A20131215SUN_081500_GS.N01R,13:35:00,13:35:00,901N,1,,0,0,
A20131215SUN_081500_GS.N01R,13:36:30,13:36:30,902N,2,,0,0,
A20131215SUN_081900_GS.S01R,13:39:00,13:39:00,902S,1,,0,0,
A20131215SUN_081900_GS.S01R,13:40:30,13:40:30,901S,2,,0,0,
A20131215SUN_082500_GS.N01R,13:45:00,13:45:00,901N,1,,0,0,
A20131215SUN_082500_GS.N01R,13:46:30,13:46:30,902N,2,,0,0,
A20131215SUN_082900_GS.S01R,13:49:00,13:49:00,902S,1,,0,0,
A20131215SUN_082900_GS.S01R,13:50:30,13:50:30,901S,2,,0,0,
A20131215SUN_083500_GS.N01R,13:55:00,13:55:00,901N,1,,0,0,
A20131215SUN_083500_GS.N01R,13:56:30,13:56:30,902N,2,,0,0,
A20131215SUN_083900_GS.S01R,13:59:00,13:59:00,902S,1,,0,0,
A20131215SUN_083900_GS.S01R,14:00:30,14:00:30,901S,2,,0,0,
A20131215SUN_084500_GS.N01R,14:05:00,14:05:00,901N,1,,0,0,
A20131215SUN_084500_GS.N01R,14:06:30,14:06:30,902N,2,,0,0,
A20131215SUN_084900_GS.S01R,14:09:00,14:09:00,902S,1,,0,0,
A20131215SUN_084900_GS.S01R,14:10:30,14:10:30,901S,2,,0,0,
A20131215SUN_085500_GS.N01R,14:15:00,14:15:00,901N,1,,0,0,
A20131215SUN_085500_GS.N01R,14:16:30,14:16:30,902N,2,,0,0,
A20131215SUN_085900_GS.S01R,14:19:00,14:19:00,902S,1,,0,0,
A20131215SUN_085900_GS.S01R,14:20:30,14:20:30,901S,2,,0,0,
A20131215SUN_086500_GS.N01R,14:25:00,14:25:00,901N,1,,0,0,
A20131215SUN_086500_GS.N01R,14:26:30,14:26:30,902N,2,,0,0,
A20131215SUN_086900_GS.S01R,14:29:00,14:29:00,902S,1,,0,0,
A20131215SUN_086900_GS.S01R,14:30:30,14:30:30,901S,2,,0,0,
A20131215SUN_087500_GS.N01R,14:35:00,14:35:00,901N,1,,0,0,
A20131215SUN_087500_GS.N01R,14:36:30,14:36:30,902N,2,,0,0,
A20131215SUN_087900_GS.S01R,14:39:00,14:39:00,902S,1,,0,0,
A20131215SUN_087900_GS.S01R,14:40:30,14:40:30,901S,2,,0,0,
A20131215SUN_088500_GS.N01R,14:45:00,14:45:00,901N,1,,0,0,
A20131215SUN_088500_GS.N01R,14:46:30,14:46:30,902N,2,,0,0,
A20131215SUN_088900_GS.S01R,14:49:00,14:49:00,902S,1,,0,0,
A20131215SUN_088900_GS.S01R,14:50:30,14:50:30,901S,2,,0,0,
A20131215SUN_089500_GS.N01R,14:55:00,14:55:00,901N,1,,0,0,
A20131215SUN_089500_GS.N01R,14:56:30,14:56:30,902N,2,,0,0,
A20131215SUN_089900_GS.S01R,14:59:00,14:59:00,902S,1,,0,0,
A20131215SUN_089900_GS.S01R,15:00:30,15:00:30,901S,2,,0,0,
A20131215SUN_090500_GS.N01R,15:05:00,15:05:00,901N,1,,0,0,
A20131215SUN_090500_GS.N01R,15:06:30,15:06:30,902N,2,,0,0,
A20131215SUN_090900_GS.S01R,15:09:00,15:09:00,902S,1,,0,0,
A20131215SUN_090900_GS.S01R,15:10:30,15:10:30,901S,2,,0,0,
A20131215SUN_091500_GS.N01R,15:15:00,15:15:00,901N,1,,0,0,
A20131215SUN_091500_GS.N01R,15:16:30,15:16:30,902N,2,,0,0,
A20131215SUN_091900_GS.S01R,15:19:00,15:19:00,902S,1,,0,0,
A20131215SUN_091900_GS.S01R,15:20:30,15:20:30,901S,2,,0,0,
A20131215SUN_092500_GS.N01R,15:25:00,15:25:00,901N,1,,0,0,
A20131215SUN_092500_GS.N01R,15:26:30,15:26:30,902N,2,,0,0,
A20131215SUN_092900_GS.S01R,15:29:00,15:29:00,902S,1,,0,0,
A20131215SUN_092900_GS.S01R,15:30:30,15:30:30,901S,2,,0,0,
A20131215SUN_093500_GS.N01R,15:35:00,15:35:00,901N,1,,0,0,
A20131215SUN_093500_GS.N01R,15:36:30,15:36:30,902N,2,,0,0,
A20131215SUN_093900_GS.S01R,15:39:00,15:39:00,902S,1,,0,0,
A20131215SUN_093900_GS.S01R,15:40:30,15:40:30,901S,2,,0,0,
A20131215SUN_094500_GS.N01R,15:45:00,15:45:00,901N,1,,0,0,
A20131215SUN_094500_GS.N01R,15:46:30,15:46:30,902N,2,,0,0,
A20131215SUN_094900_GS.S01R,15:49:00,15:49:00,902S,1,,0,0,
A20131215SUN_094900_GS.S01R,15:50:30,15:50:30,901S,2,,0,0,
A20131215SUN_095500_GS.N01R,15:55:00,15:55:00,901N,1,,0,0,
A20131215SUN_095500_GS.N01R,15:56:30,15:56:30,902N,2,,0,0,
A20131215SUN_095900_GS.S01R,15:59:00,15:59:00,902S,1,,0,0,
A20131215SUN_095900_GS.S01R,16:00:30,16:00:30,901S,2,,0,0,
A20131215SUN_096500_GS.N01R,16:05:00,16:05:00,901N,1,,0,0,
A20131215SUN_096500_GS.N01R,16:06:30,16:06:30,902N,2,,0,0,
A20131215SUN_096900_GS.S01R,16:09:00,16:09:00,902S,1,,0,0,
A20131215SUN_096900_GS.S01R,16:10:30,16:10:30,901S,2,,0,0,
A20131215SUN_097500_GS.N01R,16:15:00,16:15:00,901N,1,,0,0,
A20131215SUN_097500_GS.N01R,16:16:30,16:16:30,902N,2,,0,0,
A20131215SUN_097900_GS.S01R,16:19:00,16:19:00,902S,1,,0,0,
A20131215SUN_097900_GS.S01R,16:20:30,16:20:30,901S,2,,0,0,
A20131215SUN_098500_GS.N01R,16:25:00,16:25:00,901N,1,,0,0,
A20131215SUN_098500_GS.N01R,16:26:30,16:26:30,902N,2,,0,0,
A20131215SUN_098900_GS.S01R,16:29:00,16:29:00,902S,1,,0,0,
A20131215SUN_098900_GS.S01R,16:30:30,16:30:30,901S,2,,0,0,
A20131215SUN_099500_GS.N01R,16:35:00,16:35:00,901N,1,,0,0,
A20131215SUN_099500_GS.N01R,16:36:30,16:36:30,902N,2,,0,0,
A20131215SUN_099900_GS.S01R,16:39:00,16:39:00,902S,1,,0,0,
A20131215SUN_099900_GS.S01R,16:40:30,16:40:30,901S,2,,0,0,
A20131215SUN_100500_GS.N01R,16:45:00,16:45:00,901N,1,,0,0,
A20131215SUN_100500_GS.N01R,16:46:30,16:46:30,902N,2,,0,0,
A20131215SUN_100900_GS.S01R,16:49:00,16:49:00,902S,1,,0,0,
A20131215SUN_100900_GS.S01R,16:50:30,16:50:30,901S,2,,0,0,
A20131215SUN_101500_GS.N01R,16:55:00,16:55:00,901N,1,,0,0,
A20131215SUN_101500_GS.N01R,16:56:30,16:56:30,902N,2,,0,0,
A20131215SUN_101900_GS.S01R,16:59:00,16:59:00,902S,1,,0,0,
A20131215SUN_101900_GS.S01R,17:00:30,17:00:30,901S,2,,0,0,
A20131215SUN_102500_GS.N01R,17:05:00,17:05:00,901N,1,,0,0,
A20131215SUN_102500_GS.N01R,17:06:30,17:06:30,902N,2,,0,0,
A20131215SUN_102900_GS.S01R,17:09:00,17:09:00,902S,1,,0,0,
A20131215SUN_102900_GS.S01R,17:10:30,17:10:30,901S,2,,0,0,
A20131215SUN_103500_GS.N01R,17:15:00,17:15:00,901N,1,,0,0,
A20131215SUN_103500_GS.N01R,17:16:30,17:16:30,902N,2,,0,0,
A20131215SUN_103900_GS.S01R,17:19:00,17:19:00,902S,1,,0,0,
A20131215SUN_103900_GS.S01R,17:20:30,17:20:30,901S,2,,0,0,
A20131215SUN_104500_GS.N01R,17:25:00,17:25:00,901N,1,,0,0,
A20131215SUN_104500_GS.N01R,17:26:30,17:26:30,902N,2,,0,0,
A20131215SUN_104900_GS.S01R,17:29:00,17:29:00,902S,1,,0,0,
A20131215SUN_104900_GS.S01R,17:30:30,17:30:30,901S,2,,0,0,
A20131215SUN_105500_GS.N01R,17:35:00,17:35:00,901N,1,,0,0,
A20131215SUN_105500_GS.N01R,17:36:30,17:36:30,902N,2,,0,0,
A20131215SUN_105900_GS.S01R,17:39:00,17:39:00,902S,1,,0,0,
A20131215SUN_105900_GS.S01R,17:40:30,17:40:30,901S,2,,0,0,
A20131215SUN_106500_GS.N01R,17:45:00,17:45:00,901N,1,,0,0,
A20131215SUN_106500_GS.N01R,17:46:30,17:46:30,902N,2,,0,0,
A20131215SUN_106900_GS.S01R,17:49:00,17:49:00,902S,1,,0,0,
A20131215SUN_106900_GS.S01R,17:50:30,17:50:30,901S,2,,0,0,
A20131215SUN_107500_GS.N01R,17:55:00,17:55:00,901N,1,,0,0,
A20131215SUN_107500_GS.N01R,17:56:30,17:56:30,902N,2,,0,0,
A20131215SUN_107900_GS.S01R,17:59:00,17:59:00,902S,1,,0,0,
A20131215SUN_107900_GS.S01R,18:00:30,18:00:30,901S,2,,0,0,
A20131215SUN_108500_GS.N01R,18:05:00,18:05:00,901N,1,,0,0,
A20131215SUN_108500_GS.N01R,18:06:30,18:06:30,902N,2,,0,0,
A20131215SUN_108900_GS.S01R,18:09:00,18:09:00,902S,1,,0,0,
A20131215SUN_108900_GS.S01R,18:10:30,18:10:30,901S,2,,0,0,
A20131215SUN_109500_GS.N01R,18:15:00,18:15:00,901N,1,,0,0,
A20131215SUN_109500_GS.N01R,18:16:30,18:16:30,902N,2,,0,0,
A20131215SUN_109900_GS.S01R,18:19:00,18:19:00,902S,1,,0,0,
A20131215SUN_109900_GS.S01R,18:20:30,18:20:30,901S,2,,0,0,
A20131215SUN_110500_GS.N01R,18:25:00,18:25:00,901N,1,,0,0,
A20131215SUN_110500_GS.N01R,18:26:30,18:26:30,902N,2,,0,0,
A20131215SUN_110900_GS.S01R,18:29:00,18:29:00,902S,1,,0,0,
A20131215SUN_110900_GS.S01R,18:30:30,18:30:30,901S,2,,0,0,
A20131215SUN_111500_GS.N01R,18:35:00,18:35:00,901N,1,,0,0,
A20131215SUN_111500_GS.N01R,18:36:30,18:36:30,902N,2,,0,0,
A20131215SUN_111900_GS.S01R,18:39:00,18:39:00,902S,1,,0,0,
A20131215SUN_111900_GS.S01R,18:40:30,18:40:30,901S,2,,0,0,
A20131215SUN_112500_GS.N01R,18:45:00,18:45:00,901N,1,,0,0,
A20131215SUN_112500_GS.N01R,18:46:30,18:46:30,902N,2,,0,0,
A20131215SUN_112900_GS.S01R,18:49:00,18:49:00,902S,1,,0,0,
A20131215SUN_112900_GS.S01R,18:50:30,18:50:30,901S,2,,0,0,
A20131215SUN_113500_GS.N01R,18:55:00,18:55:00,901N,1,,0,0,
A20131215SUN_113500_GS.N01R,18:56:30,18:56:30,902N,2,,0,0,
A20131215SUN_113900_GS.S01R,18:59:00,18:59:00,902S,1,,0,0,
A20131215SUN_113900_GS.S01R,19:00:30,19:00:30,901S,2,,0,0,
A20131215SUN_114500_GS.N01R,19:05:00,19:05:00,901N,1,,0,0,
A20131215SUN_114500_GS.N01R,19:06:30,19:06:30,902N,2,,0,0,
A20131215SUN_114900_GS.S01R,19:09:00,19:09:00,902S,1,,0,0,
A20131215SUN_114900_GS.S01R,19:10:30,19:10:30,901S,2,,0,0,
A20131215SUN_115500_GS.N01R,19:15:00,19:15:00,901N,1,,0,0,
A20131215SUN_115500_GS.N01R,19:16:30,19:16:30,902N,2,,0,0,
A20131215SUN_115900_GS.S01R,19:19:00,19:19:00,902S,1,,0,0,
A20131215SUN_115900_GS.S01R,19:20:30,19:20:30,901S,2,,0,0,
A20131215SUN_116500_GS.N01R,19:25:00,19:25:00,901N,1,,0,0,
A20131215SUN_116500_GS.N01R,19:26:30,19:26:30,902N,2,,0,0,
A20131215SUN_116900_GS.S01R,19:29:00,19:29:00,902S,1,,0,0,
A20131215SUN_116900_GS.S01R,19:30:30,19:30:30,901S,2,,0,0,
A20131215SUN_118000_GS.N01R,19:40:00,19:40:00,901N,1,,0,0,
A20131215SUN_118000_GS.N01R,19:41:30,19:41:30,902N,2,,0,0,
A20131215SUN_118400_GS.S01R,19:44:00,19:44:00,902S,1,,0,0,
A20131215SUN_118400_GS.S01R,19:45:30,19:45:30,901S,2,,0,0,
A20131215SUN_119000_GS.N01R,19:50:00,19:50:00,901N,1,,0,0,
A20131215SUN_119000_GS.N01R,19:51:30,19:51:30,902N,2,,0,0,
A20131215SUN_119400_GS.S01R,19:54:00,19:54:00,902S,1,,0,0,
A20131215SUN_119400_GS.S01R,19:55:30,19:55:30,901S,2,,0,0,
A20131215SUN_120000_GS.N01R,20:00:00,20:00:00,901N,1,,0,0,
A20131215SUN_120000_GS.N01R,20:01:30,20:01:30,902N,2,,0,0,
A20131215SUN_120400_GS.S01R,20:04:00,20:04:00,902S,1,,0,0,
A20131215SUN_120400_GS.S01R,20:05:30,20:05:30,901S,2,,0,0,
A20131215SUN_121000_GS.N01R,20:10:00,20:10:00,901N,1,,0,0,
A20131215SUN_121000_GS.N01R,20:11:30,20:11:30,902N,2,,0,0,
A20131215SUN_121400_GS.S01R,20:14:00,20:14:00,902S,1,,0,0,
A20131215SUN_121400_GS.S01R,20:15:30,20:15:30,901S,2,,0,0,
A20131215SUN_122000_GS.N01R,20:20:00,20:20:00,901N,1,,0,0,
A20131215SUN_122000_GS.N01R,20:21:30,20:21:30,902N,2,,0,0,
A20131215SUN_122400_GS.S01R,20:24:00,20:24:00,902S,1,,0,0,
A20131215SUN_122400_GS.S01R,20:25:30,20:25:30,901S,2,,0,0,
A20131215SUN_123000_GS.N01R,20:30:00,20:30:00,901N,1,,0,0,
A20131215SUN_123000_GS.N01R,20:31:30,20:31:30,902N,2,,0,0,
A20131215SUN_123400_GS.S01R,20:34:00,20:34:00,902S,1,,0,0,
A20131215SUN_123400_GS.S01R,20:35:30,20:35:30,901S,2,,0,0,
A20131215SUN_124000_GS.N01R,20:40:00,20:40:00,901N,1,,0,0,
A20131215SUN_124000_GS.N01R,20:41:30,20:41:30,902N,2,,0,0,
A20131215SUN_124400_GS.S01R,20:44:00,20:44:00,902S,1,,0,0,
A20131215SUN_124400_GS.S01R,20:45:30,20:45:30,901S,2,,0,0,
A20131215SUN_125000_GS.N01R,20:50:00,20:50:00,901N,1,,0,0,
A20131215SUN_125000_GS.N01R,20:51:30,20:51:30,902N,2,,0,0,
A20131215SUN_125400_GS.S01R,20:54:00,20:54:00,902S,1,,0,0,
A20131215SUN_125400_GS.S01R,20:55:30,20:55:30,901S,2,,0,0,
A20131215SUN_126000_GS.N01R,21:00:00,21:00:00,901N,1,,0,0,
A20131215SUN_126000_GS.N01R,21:01:30,21:01:30,902N,2,,0,0,
A20131215SUN_126400_GS.S01R,21:04:00,21:04:00,902S,1,,0,0,
A20131215SUN_126400_GS.S01R,21:05:30,21:05:30,901S,2,,0,0,
A20131215SUN_127000_GS.N01R,21:10:00,21:10:00,901N,1,,0,0,
A20131215SUN_127000_GS.N01R,21:11:30,21:11:30,902N,2,,0,0,
A20131215SUN_127400_GS.S01R,21:14:00,21:14:00,902S,1,,0,0,
A20131215SUN_127400_GS.S01R,21:15:30,21:15:30,901S,2,,0,0,
A20131215SUN_128000_GS.N01R,21:20:00,21:20:00,901N,1,,0,0,
A20131215SUN_128000_GS.N01R,21:21:30,21:21:30,902N,2,,0,0,
A20131215SUN_128400_GS.S01R,21:24:00,21:24:00,902S,1,,0,0,
A20131215SUN_128400_GS.S01R,21:25:30,21:25:30,901S,2,,0,0,
A20131215SUN_129000_GS.N01R,21:30:00,21:30:00,901N,1,,0,0,
A20131215SUN_129000_GS.N01R,21:31:30,21:31:30,902N,2,,0,0,
A20131215SUN_129400_GS.S01R,21:34:00,21:34:00,902S,1,,0,0,
A20131215SUN_129400_GS.S01R,21:35:30,21:35:30,901S,2,,0,0,
A20131215SUN_130000_GS.N01R,21:40:00,21:40:00,901N,1,,0,0,
A20131215SUN_130000_GS.N01R,21:41:30,21:41:30,902N,2,,0,0,
A20131215SUN_130400_GS.S01R,21:44:00,21:44:00,902S,1,,0,0,
A20131215SUN_130400_GS.S01R,21:45:30,21:45:30,901S,2,,0,0,
A20131215SUN_131000_GS.N01R,21:50:00,21:50:00,901N,1,,0,0,
A20131215SUN_131000_GS.N01R,21:51:30,21:51:30,902N,2,,0,0,
A20131215SUN_131400_GS.S01R,21:54:00,21:54:00,902S,1,,0,0,
A20131215SUN_131400_GS.S01R,21:55:30,21:55:30,901S,2,,0,0,
A20131215SUN_132000_GS.N01R,22:00:00,22:00:00,901N,1,,0,0,
A20131215SUN_132000_GS.N01R,22:01:30,22:01:30,902N,2,,0,0,
A20131215SUN_132400_GS.S01R,22:04:00,22:04:00,902S,1,,0,0,
A20131215SUN_132400_GS.S01R,22:05:30,22:05:30,901S,2,,0,0,
A20131215SUN_133000_GS.N01R,22:10:00,22:10:00,901N,1,,0,0,
A20131215SUN_133000_GS.N01R,22:11:30,22:11:30,902N,2,,0,0,
A20131215SUN_133400_GS.S01R,22:14:00,22:14:00,902S,1,,0,0,
A20131215SUN_133400_GS.S01R,22:15:30,22:15:30,901S,2,,0,0,
A20131215SUN_134000_GS.N01R,22:20:00,22:20:00,901N,1,,0,0,
A20131215SUN_134000_GS.N01R,22:21:30,22:21:30,902N,2,,0,0,
A20131215SUN_134400_GS.S01R,22:24:00,22:24:00,902S,1,,0,0,
A20131215SUN_134400_GS.S01R,22:25:30,22:25:30,901S,2,,0,0,
A20131215SUN_135000_GS.N01R,22:30:00,22:30:00,901N,1,,0,0,
A20131215SUN_135000_GS.N01R,22:31:30,22:31:30,902N,2,,0,0,
A20131215SUN_135400_GS.S01R,22:34:00,22:34:00,902S,1,,0,0,
A20131215SUN_135400_GS.S01R,22:35:30,22:35:30,901S,2,,0,0,
A20131215SUN_136000_GS.N01R,22:40:00,22:40:00,901N,1,,0,0,
A20131215SUN_136000_GS.N01R,22:41:30,22:41:30,902N,2,,0,0,
A20131215SUN_136400_GS.S01R,22:44:00,22:44:00,902S,1,,0,0,
A20131215SUN_136400_GS.S01R,22:45:30,22:45:30,901S,2,,0,0,
A20131215SUN_137000_GS.N01R,22:50:00,22:50:00,901N,1,,0,0,
A20131215SUN_137000_GS.N01R,22:51:30,22:51:30,902N,2,,0,0,
A20131215SUN_137400_GS.S01R,22:54:00,22:54:00,902S,1,,0,0,
A20131215SUN_137400_GS.S01R,22:55:30,22:55:30,901S,2,,0,0,
A20131215SUN_138000_GS.N01R,23:00:00,23:00:00,901N,1,,0,0,
A20131215SUN_138000_GS.N01R,23:01:30,23:01:30,902N,2,,0,0,
A20131215SUN_138400_GS.S01R,23:04:00,23:04:00,902S,1,,0,0,
A20131215SUN_138400_GS.S01R,23:05:30,23:05:30,901S,2,,0,0,
A20131215SUN_139000_GS.N01R,23:10:00,23:10:00,901N,1,,0,0,
A20131215SUN_139000_GS.N01R,23:11:30,23:11:30,902N,2,,0,0,
A20131215SUN_139400_GS.S01R,23:14:00,23:14:00,902S,1,,0,0,
A20131215SUN_139400_GS.S01R,23:15:30,23:15:30,901S,2,,0,0,
A20131215SUN_140000_GS.N01R,23:20:00,23:20:00,901N,1,,0,0,
A20131215SUN_140000_GS.N01R,23:21:30,23:21:30,902N,2,,0,0,
A20131215SUN_140400_GS.S01R,23:24:00,23:24:00,902S,1,,0,0,
A20131215SUN_140400_GS.S01R,23:25:30,23:25:30,901S,2,,0,0,
A20131215SUN_141000_GS.N01R,23:30:00,23:30:00,901N,1,,0,0,
A20131215SUN_141000_GS.N01R,23:31:30,23:31:30,902N,2,,0,0,
A20131215SUN_141400_GS.S01R,23:34:00,23:34:00,902S,1,,0,0,
A20131215SUN_141400_GS.S01R,23:35:30,23:35:30,901S,2,,0,0,
A20131215SUN_142000_GS.N01R,23:40:00,23:40:00,901N,1,,0,0,
A20131215SUN_142000_GS.N01R,23:41:30,23:41:30,902N,2,,0,0,
A20131215SUN_142400_GS.S01R,23:44:00,23:44:00,902S,1,,0,0,
A20131215SUN_142400_GS.S01R,23:45:30,23:45:30,901S,2,,0,0,
A20131215SUN_143000_GS.N01R,23:50:00,23:50:00,901N,1,,0,0,
A20131215SUN_143000_GS.N01R,23:51:30,23:51:30,902N,2,,0,0,
A20131215SUN_143400_GS.S01R,23:54:00,23:54:00,902S,1,,0,0,
A20131215SUN_143400_GS.S01R,23:55:30,23:55:30,901S,2,,0,0,
A20131215SUN_144000_GS.N01R,24:00:00,24:00:00,901N,1,,0,0,
A20131215SUN_144000_GS.N01R,24:01:30,24:01:30,902N,2,,0,0,
A20131215SUN_144400_GS.S01R,24:04:00,24:04:00,902S,1,,0,0,
A20131215SUN_144400_GS.S01R,24:05:30,24:05:30,901S,2,,0,0,
A20131215WKD_029750_1..S02R,04:57:30,04:57:30,101S,1,,0,0,
A20131215WKD_029750_1..S02R,04:59:00,04:59:00,103S,2,,0,0,
A20131215WKD_029750_1..S02R,05:00:30,05:00:30,104S,3,,0,0,
A20131215WKD_029750_1..S02R,05:02:00,05:02:00,106S,4,,0,0,
A20131215WKD_029750_1..S02R,05:03:30,05:03:30,107S,5,,0,0,
A20131215WKD_029750_1..S02R,05:04:30,05:04:30,108S,6,,0,0,
A20131215WKD_029750_1..S02R,05:06:00,05:06:00,109S,7,,0,0,
A20131215WKD_029750_1..S02R,05:07:30,05:07:30,110S,8,,0,0,
A20131215WKD_029750_1..S02R,05:09:00,05:09:00,111S,9,,0,0,
A20131215WKD_029750_1..S02R,05:11:00,05:11:00,112S,10,,0,0,
A20131215WKD_029750_1..S02R,05:12:30,05:12:30,113S,11,,0,0,
A20131215WKD_029750_1..S02R,05:14:30,05:14:30,114S,12,,0,0,
A20131215WKD_029750_1..S02R,05:16:00,05:16:00,115S,13,,0,0,
A20131215WKD_029750_1..S02R,05:17:30,05:17:30,116S,14,,0,0,
A20131215WKD_029750_1..S02R,05:20:00,05:20:00,117S,15,,0,0,
A20131215WKD_029750_1..S02R,05:21:00,05:21:00,118S,16,,0,0,
A20131215WKD_029750_1..S02R,05:22:00,05:22:00,119S,17,,0,0,
A20131215WKD_029750_1..S02R,05:24:00,05:24:00,120S,18,,0,0,
A20131215WKD_029750_1..S02R,05:26:00,05:26:00,121S,19,,0,0,
A20131215WKD_029750_1..S02R,05:27:00,05:27:00,122S,20,,0,0,
A20131215WKD_029750_1..S02R,05:28:30,05:28:30,123S,21,,0,0,
A20131215WKD_029750_1..S02R,05:30:00,05:30:00,124S,22,,0,0,
A20131215WKD_029750_1..S02R,05:31:30,05:31:30,125S,23,,0,0,
A20131215WKD_029750_1..S02R,05:33:30,05:33:30,126S,24,,0,0,
A20131215WKD_029750_1..S02R,05:35:00,05:35:00,127S,25,,0,0,
A20131215WKD_029750_1..S02R,05:36:30,05:36:30,128S,26,,0,0,
A20131215WKD_029750_1..S02R,05:37:30,05:37:30,129S,27,,0,0,
A20131215WKD_029750_1..S02R,05:38:30,05:38:30,130S,28,,0,0,
A20131215WKD_029750_1..S02R,05:39:30,05:39:30,131S,29,,0,0,
A20131215WKD_029750_1..S02R,05:40:30,05:40:30,132S,30,,0,0,
A20131215WKD_029750_1..S02R,05:42:00,05:42:00,133S,31,,0,0,
A20131215WKD_029750_1..S02R,05:43:30,05:43:30,134S,32,,0,0,
A20131215WKD_029750_1..S02R,05:45:30,05:45:30,135S,33,,0,0,
A20131215WKD_029750_1..S02R,05:46:30,05:46:30,136S,34,,0,0,
A20131215WKD_029750_1..S02R,05:47:30,05:49:30,137S,35,,0,0,
A20131215WKD_029750_1..S02R,05:51:00,05:51:00,138S,36,,1,1,
A20131215WKD_029750_1..S02R,05:52:30,05:53:30,139S,37,,0,0,
A20131215WKD_029750_1..S02R,05:56:00,05:56:00,140S,38,,0,0,
A20131215WKD_036150_1..N02R,06:01:30,06:01:30,140N,1,,0,0,
A20131215WKD_036150_1..N02R,06:04:00,06:04:00,139N,2,,0,0,
A20131215WKD_036150_1..N02R,06:05:00,06:05:00,138N,3,,1,1,
A20131215WKD_036150_1..N02R,06:06:00,06:06:00,137N,4,,0,0,
A20131215WKD_036150_1..N02R,06:07:30,06:07:30,136N,5,,0,0,
A20131215WKD_036150_1..N02R,06:08:30,06:08:30,135N,6,,0,0,
A20131215WKD_036150_1..N02R,06:10:00,06:10:00,134N,7,,0,0,
A20131215WKD_036150_1..N02R,06:11:30,06:11:30,133N,8,,0,0,
A20131215WKD_036150_1..N02R,06:13:00,06:13:00,132N,9,,0,0,
A20131215WKD_036150_1..N02R,06:14:00,06:14:00,131N,10,,0,0,
A20131215WKD_036150_1..N02R,06:15:00,06:15:00,130N,11,,0,0,
A20131215WKD_036150_1..N02R,06:16:00,06:16:00,129N,12,,0,0,
A20131215WKD_036150_1..N02R,06:17:30,06:17:30,128N,13,,0,0,
